Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
127927,B0040PYX4U,A2O1YDZS3GJ5SR,BrianK,0,1,5,1342656000,Nice hot sauce,"The package from Amazon came early as usual! This is very flavorful medium picante<br />hot sauce! Great on your eggs for breakfast tacos,burritos etc. Its a good for sauce<br />for those looking for some flavor and easy on the heat!"
510054,B00178XKNS,A1JKEXDQD2TUD0,A. Yan,2,2,3,1318032000,"OK, but does not close automatically. Needs to manually close.","The screen set up is pretty easy. The sides of the screen need to use velcro stickers to adhere to the side frames. The top is secured by a hanging rod. Weight is sewn to the bottom to ensure it does not lift. The automatic ""magnetic"" door does not close automatically. The two screens overlap by a few inches. They depends on the magnetic pads to shut it closed. But the magnetic pads do not align easily and need to manually align them to get a proper seal. It is essentially a screen curtain."
443169,B001EPPFT6,A2XKJ1KX6XUHYP,NYFB,1,1,4,1333065600,Wild Salmon...,"The cannery which produces this pink salmon for Roland, produces for majority of the sellers selling pink salmon. Costco sells the worst tasting canned pink salmon, these are much better. Pink salmon is sold in cans. These are all small salmons so you will get couple of whole salmon in a can with all the bones and the skin. Amazon's product feature description is wrong. You can not take out the skin and the bone that easily so you may forget about buying this salmon. There is no vitamin A in this salmon either. I consume a lot of wild fish, sprats, sardines, herrings... no farm raised or fresh fish unless I catch it myself since fresh fish means few weeks old except shell fish which I get it in three days. The smaller the fish the more nutrition in the fish. I consume these salmon since these salmon stay in the rivers of cold Pacific for first few years in order not to be consumed by the bigger fish and feast on small bugs and fish which are high in nutrients. Bones means calcium. Skin means good polyunsaturated fat. I mix all my fish with many different vegetables since that is my main ingredient for protein.  This salmon is in water not vegetable oil. I drain the water since that is where the 2000 mg of salt is lingering around and no need to consume salt. Healthy, without any additives, growth hormones, pesticides, antibiotics, carpet dye, or sitting on a shelf exposed to air for few weeks... Sockeye salmon is the only fresh wild salmon you can get during the spring run and sold as smoked salmon which I consume but cost more. Atlantic and steelhead are only farm raised. Keta, Pink, Chum, Coho are always canned. Bravo.<br /><br />99% of all cans are lined in plastic which leach high levels of a chemical called Bisphenol A, which has been linked to cancer, clogging of arteries, birth defects, miscarriages, obesity, and insulin resistance, which can lead to Type II diabetes. Refer to the Environmental Working Group report on BPA for more information. This product claims that it has no BPA. According to the World's Healthiest Foods website, it is generally safer to eat fresh than it is to eat canned. Canned goods, sometimes are contaminated with harmful agents such as botulism."
382539,B000IYYRZW,A2GJYKWPMTRAJW,B. Krueger,6,6,5,1213833600,Love this chai,"I moved recently and discovered that my local grocery store doesn't carry this chai. Very glad to find it available through Amazon. I was used to Oregon chai, and at first didn't like this as well, but after drinking this for a while and then returning to Oregon chai, I find that the Oregon is a lot sweeter. This chai has a nice blend of spices, not over peppery like Tazo. It's great cold as well, and I never have to worry about having milk on hand."
534307,B0007A0AOY,A2XB5P29LJ8Y6S,"Susan Royce ""K9 handler/Lab lover""",0,0,5,1294963200,Big hit with the Labradors,"Labs aren't known to be picky eaters (gross understatement, I know) but wow, these Zuke's are at the top of their ""we'll do anything, just please can we have one"" list.  No toxic stuff in them, either."
406169,B0032GMRBO,A13RFQNX15ZSRH,Ciel,1,1,5,1309219200,Yum,I love this flavor (and the PB). I like it warmed so the chocolate is a little melty. The chocolate is well distributed throughout. I like the crunchiness and the fact that the bars are not too thick. Well done Nature Valley!
566582,B007A1DNB0,AGS5UTOR2FW13,Rhonda,1,1,5,1342742400,Great value and comes with a cute bag!,"The shipping was lightning fast, I ordered it July 4, and got it July 6.  The description is accurate, you get a nice variety and no more than 3 of any different type, and, if you're newer to Keurig, like I am, it's a good way to try different flavours without getting stuck with a big box of something you won't use.  So far, out of the flavored kinds, I'm digging the Southern Pecan and the Cinnamon Roll the best.  The Donut House non-flavored type is good too, and, my sampler didn't have a bunch of decaf, I think maybe one or two at most, which is fine, I need my caffeine in my K-cup fix!"
192375,B006GA666U,A2WAYH8ZDQLVF,L. Coonradt,1,1,5,1235174400,Wakes you up!,I love this coffee. It has much better flavor than other strong dark coffees. Highly recommend to people who like coffee to have taste and flavor after having creamer in it.
262522,B0016CMVZI,A19SS1HCGMU3LU,Craig,7,8,4,1253491200,GOOD VALUE,"I'm not sure what the 1-star reviewer was expecting for $2.50 a can, but I found this to be tasty and convenient.  It can use a bit of salt, pepper or tabasco sauce, but to call it inedible seems hyperbole.  It's a healthy snack, and while it won't substitute for a restaurant lunch, does the trick for the office if you're not able to get out."
169149,B0001ES9FI,AUKL1IDP55RYV,Hank,0,0,4,1195516800,How I celebrate the moments of my life,"When I have my servents bring my Senseo in the morning , I come alive. The corporate shennanigans I commited drift away and I'm awash in the sensual pleasure of Senseo. After my first cup, I could shoot a hunting buddy in the face, and still feel like a hundred dollars. When it comes to the coffee you have to pour bourbon in to forget your transgressions, this is the stuff that goes from 0% proof good to 70% proof great!"
219752,B001E52YY0,A2YZDQ827EUJVN,Janice,0,0,5,1297123200,Tasty little morsels,"A coworker had these one day in the office and she let me try them. I was hooked. They are a good source of protein and great for snacking. I like to go out to photograph local wildlife, birds, mostly at the local refuges and I can take a bag of these and some water and I am set for the day. They are very convenient and very tasty!"
316674,B004FEN3GK,A3SZXYX9YEDGT6,"Addison Dewitt ""I'm nobody's fool.""",2,3,5,1300838400,An Iconic Snack Made Even Better,"As a big fan of graham crackers (and who makes a better one than Honey Maid?) I am often disappointed in getting back to an unfinished portion and finding them stale. After being stuck with practically bendable crackers later, I started emptying the whole container into a ziplock back and hoping they remained crisp.<br /><br />Well, now they've introduced a new ""Fresh Stacks"" packaging, which cuts the number of crackers in each individual package in half. Just about the right amount of crackers for two to enjoy.<br /><br />The rest is easy, just get a glass of your favorite beverage and enjoy these iconic crackers, knowing that the next ""stack"" is going to be crisp and fresh! My serving suggestion is to layer vanilla ice cream between two of these bad boys and you have about the best ice cream sandwich possible.<br /><br />But exactly does the world ""graham"" mean? In 1829, a minister named Sylvester Graham invented a new way to process flour. Instead of grinding whole grain wheat kernels , graham flour's parts get ground up separately. The inside of the kernel gets ground at a fine setting, which makes standard white flour. Then the outside germ and bran are ground using a coarse setting. Once they are all mixed together, it creates a more textured product which bakes easier and tastes sweeter. It's also much better for you and has a higher fiber content.<br /><br />Well, as alternately boring and interesting as that all is, we owe it to Sylvester for today's resulting graham crackers, which are pretty much a staple food at my house. And Nabisco's Honey Maid is - after much testing of other manufacturers' competing product - easily the best graham cracker out there. And this new packaging idea has made them even better!"
24779,B001BOAOQ4,AD957AOWYJXHT,Betty Tucker,0,0,5,1313798400,Heavenly candies from Amazon.com,"The Pomegranate candies are so delicious. They literally melt in your mouth. I carry a bunch with me, and always share them. Everyone's reaction is the same.  ""These are great, where did you buy them?"" Thank you Amazon for carrying them."
509279,B001397WYY,A3D13WR5CYOS2C,"Mo Gareau (Ringey) ""Mo Gareau (Ringey)""",1,1,5,1308528000,"Great Deal, Great Product, but Confused About Auto-Ship Ordering","I put my OCD to efficient use in researching the best organic cat food at the best price and this is what I found, and with which I am utterly delighted, BUT for one thing (there's always a thing) -- when I signed up for this auto-ship service it stated that I would be able to change the frequency and duration of my auto-ship order at any time.<br /><br />I LOVE the auto-ship service as it saves 15% and you receive free shipping but I DON'T love doing errands. At all. And especially in these cruel and seemingly-endless winters. It's a fabulous idea and saves running to the bodega in the scary 'hood at midnight when I realize that my princely master (I have learned that the adage -- 'people have dogs and cats have people' is all-too-true, though I am struggling to remain in charge) is out of food. I also seem to really love parenthetical asides, but that's beside the point.<br /><br />Anywho,(here's *that* thing) when I received my first shipment and realized that this was far more than my cat (this is my first cat, a stray whom I had no choice but to take in -- so I am new at cat-ism, previously being a dog person) would eat in a month, I immediately logged in to change the frequency and/or amount of the auto-ship order and it seems my only option is to cancel. This is pesky and bothersome because that leaves me with two choices, as I see it; cancel the auto-ship, or, let the cat food pile up till I have enough cat food to last a year and then cancel. So I give the product 5 stars because my finicky little Prince Wonderfluff loves it and it is healthy and free of the chemicals which are all-too-present in food in this country, but I think Amazon needs to fix the auto-ship options so that when you click on the impending subsequent shipment, you can make such changes to frequency and amount. There may be an existing way to do this but I can't figure it out and I make web sites for a living so I can generally figure out how to do such things.<br /><br />I suppose a third option is to contact Amazon Customer Service but that's not a quick and easy task and I am busy trying to maintain order and earn a living."
63614,B002IEZJMA,A2OCDK0BOW6UCY,Antigone Walsh,0,1,4,1338854400,It's Good!,"I usually avoid cold coffee drinks. They are usually too oily, sweet, milky or bland.  I was most pleasantly surprised by this drink. The touch of sugar adds more smoothness than sweetness to the robust expresso bite.  It contains no fat but has 12 grams of carbs. The small, slender can is easy to transport and the pop top makes for easy opening.<br /><br />I enjoyed this product.  In addition to using it as a beverage, a little bit enhances the flavor of chocolate baked goods (think brownies) and cuts the sweetness of buttercream frosting. So skip the run to Dunkin Donuts for an iced coffe and pop open a can of illy issimo instead."
408559,B000FDDET6,A3UNHKGHRYCWW0,H. Hong,3,3,2,1286755200,Reviewers are right,"Definitely a few things I agree that other reviewers noted:<br /><br />1) Small loaf - only really makes a 1 lb-er even if it gives instructions on a 1.5 loaf<br />2) Rise problems - my boxes don't expire until 2012 but I still had rise problems. A friend from the culinary school nearby said it might be because there is a lot more whole wheat in it (a good thing for the body, not as good in the bread maker). As noted in another review, baking it in the oven really did make a better and higher loaf.<br />3) Butter is best - tried oil and butter and butter is definitely better.<br />4) A little more salt - I added an additional 1/2 tsp of salt and that seemed to help with the rise as well.<br /><br />It's a great backup for when you're out of bread flour or yeast but I still think the best bread machine recipe from allrecipes.com (subbing in 2 cups of flour, 1 cup whole wheat) makes for the most delicious and closest to store bought I've seen thus far."
241596,B0081XPTBS,A28P8HNRRP3LKR,"Ghosted ""cw amaz""",2,3,1,1332806400,"Tastes fishy, like so many others","While I know it is good for my baby, I cannot stand the awful looks of disgust when my baby eats this formula. Organic is important to my family, but I decided to do a taste test of several different brands to try and find a non-fishy tasting formula. This brand has the most pungent flavor of fishiness, yuck! Similac is a bit better, and Enfamil also is better but still fishy. The only brand I found that doesn't taste fishy is Baby's Only Formula. I believe it is because it does not have the DHA, which I know is good for brain development, but my son gets this in his vitamin."
263337,B00014JNI0,A1NFVOE5CHONU0,sowelu,42,45,5,1286668800,Thank God for raw honey! Processed honey should be banned!,"Wanted to thank for such a great product! It's absolutely delicious! Its consistency and taste proves that it has not been processed or diluted with sugar and water. If you compare it with processed honey that is sold in stores you would actually feel there is a raw taste to this brand. Processed honey has syrup-like taste and it stays liquid for a long time. If you are looking for raw honey, you have to know that it changes its color and consistency over time.<br />I have also noticed that no matter how much you can eat it, this honey does not make your stomach upset unlike processed store brands.<br /><br />In order for honey to be beneficial it has to be raw! There is no way it can deliver all its goodness to you if it's been processed! Honey is a wonder food! It has been scientifically proven to help heal wounds as it has antibacterial properties; to help restore healthy intestinal flora as it is a prebiotic; help recover from illnesses faster; help you sleep better; restore your nervous system after stressful events (try a cup of herbal tea with raw honey after a stressful day!) and even make your skin contain moisture. Raw unprocessed honey does not make your sugar spike if you are diabetic. But it absolutely has to be raw! If you buy processed honey you just waste your money, you can as well just buy some high fructose corn syrup....<br />Thank you for selling your honey raw! I wish one day people will be educated enough to avoid processed foods."
361689,B004Z4HUXM,A3HM6GMPG6ODVW,"R. Quillen ""retired Person""",0,2,5,1337990400,seaweed,I BUY THESE FOR MY DAUGHTER SHE LOVES THEM AS FOR MYSELF I CAN TAKE OR LEAVE THEM MOST OF THE TIME I WOULD LEAVE THEM.
456603,B000EDM8FS,A1O4C5QJX9ZWG1,"Therese Palkovic ""Patience Persistent""",2,3,5,1203811200,Food Yeast,"This is a fantastic supplement to anyone who is looking to fortify themselves with B-complex. It is so delicious on popped white corn done in a little oil with some salt and garlic powder tossed and then sprinkle it after grinding into a finer mix.  My kids love it and it very healthy for them, too!  Even the dog loves it!"
107652,B001FBKO4U,A2DCQKMOI9FBT2,Jaideep Rijhsinghani,0,0,4,1304035200,Tasted Good!,"Tasted good with a mild spice flavor. Great price compared to Mott's, though Mott's has more flavors. Wish they had some other flavors too."
422489,B000E199RA,A1NWCIOXSDAI53,"Joey Johnny Dee Dee Tommy ""CCCDDD""",0,0,5,1308614400,Tazo's take on Charles Grey's concoction will knock your whig off!,"I use Earl Grey to help me work.  There, I said it.  It's an important, almost critical, part of my afternoon - and Tazo EG fit the bill like no other EG I've tried.<br /><br />When my local grocery store, for some insane reason, stopped stocking Tazo Earl Grey I switched to Bigelow EG - which is acceptably decent (I really like the foil packs.  I think the packaging helps keep the tea fresher.) - but I still missed that little bergamot punch in the face that the Tazo always delivered.<br /><br />I opted to try the Stash EG, the various Numi EG offerings, and even the Trader Schmoe stuff:  Weak.  Weak.  Weak.  Like other reviewers I often tried double-bagging the weaker teas, but you can imagine the looks people give you when they see you trying to wrangle two tea bags out of your mug, it was just a hassle I didn't need.<br /><br />So, I needed to find a new source for my Tazo Earl Grey fix - and I did.  Thank you, Amazon, for offering this hugely important staple of my life."
112316,B001SB2T6S,A1IOAPURRA6NOU,Mrs. Susan C. Kaufman Rn,0,0,5,1334016000,good price,Have been using this for years on steak for the BBQ w/ a bit of olive oil----this price is great!!!
76803,B0049ULB78,A3MQSH14C7AKKV,over50,0,0,5,1347494400,Best K cup Coffee,"I like almost all of the Green Mountain coffees but Dark Magic is one of my absolute favorites. Robust, deep flavor with absolutlely no bitterness. Higjhy recommend it to anyone who likes a full flavor coffee."
248303,B0002R5Q1Y,A2OR0NLUCJAEPR,"Cheryl L. Herndon ""shortysmom""",0,3,3,1267228800,great gift,This was a good gift to send to my son & daughter in law for their birthdays!
76161,B00469PBVO,A3R10FC0175H0,cowens32,0,0,1,1350432000,Love getting expired food!,"I love getting a case of cereal in Oct, 2012 when the product expired in JUNE OF 2012! Amazon still shows two in warehouse with more arriving soon so be careful when you order!"
219522,B0043WOANY,AAUFQVN6GTRYB,Stephanie Kuepper,0,0,5,1347062400,Amazing,great PB flavor with out the calories or fat. I use it in my Shakeology for extra flavor. love love. great product
323149,B000OQ2DL4,A2GN22343BJY3S,issi27,2,3,5,1301443200,Keeps my mother-in-law regular,This is a great product. I send it to my mother-in-law so that she stays regular. She has had medical issues for quite some time and could never find anything that would work on a continuous basis. This does the trick.
453138,B0029XLH4Y,A2I9XBQQ5PQ91B,SCO,0,0,4,1343001600,Good Stuff!,"Impressed with taste and strength of brew. If you like French Roast K-cups you will like ""Jet Fuel""! Quality product."
232618,B000E243RA,A2R6Y9DELHMFIM,JayWood2010,0,0,4,1344470400,Workout Chips Alternative,"After saying goodbye to chips about a year ago I've missed them.  Chips taste amazing am I right?  The bad thing is they are extremely unhealthy with tons of bad fats in them, including they have no nutrition.  It's just pure unhealthy.  As someone who is trying to get a lot of protein in their diet I had seen these.  Since I've missed chips so much I thought I'd try them.  The hard truth is while these are healthy the taste is really just not that good.  They're good enough to like them but not good enough to love them either.  I may buy more of this in the future but I may look for other products instead.  Just because these are great for protein, 12g protein, low fat, low calories, and decent taste Ill give these 4/5 stars"
434192,B003Z6ZGZU,A2BRTAS2WPSWB2,clizlee,0,0,4,1319500800,Yummy,"I love the Pumpkin Spice Lattes from different coffee shops, but it gets to be an expensive habit.  I will make the pumpkin spice coffee in the Keurig at a little milk and sprinkle with nutmeg.  It is not exactly the same but it does help the craving."
150826,B004749DY4,A216NSW58Q3SCJ,"ccincalif ""ccincalif""",6,6,4,1327017600,"True European Taste-Wonderful Cocoa, but Pricey","This cocoa is a wonderful, rich tasting, not overly sweet, decadent product. Made with milk, it is delicious and one can adjust it to their liking with more or less cocoa and/or milk. That said, since it is already pre-mixed with sugar, this is an extremely expensive product. Green and Black recommends 4 teaspons per cup, which means this little canister will only make a few cups.<br /><br />I grew up in Britain and cannot drink Swiss Miss or Nestle cocoas as they have no cocoa flavor at all, and are ridiculously sweet. This is a wonderful product, but if buying Green and Black's cocoa, I prefer the straight cocoa powder with which I can mix my own sugar. I can then afford to have good cocoa (hot chocolate) without breaking my piggy bank ;)"
